Country,alpha_2_code,alpha_3_code,numeric_code,Indicator,Year,Value,Gender,observation_status,current_age
Georgia,GE,GEO,268,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2006,88,Total,Estimated value,Total
Georgia,GE,GEO,268,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2007,92,Total,Estimated value,Total
Georgia,GE,GEO,268,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2008,87,Total,Estimated value,Total
Georgia,GE,GEO,268,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2009,71,Total,Estimated value,Total
Georgia,GE,GEO,268,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2010,84,Total,Estimated value,Total
Georgia,GE,GEO,268,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2011,77,Total,Estimated value,Total
Georgia,GE,GEO,268,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2012,79,Total,Estimated value,Total
Georgia,GE,GEO,268,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2013,89,Total,Estimated value,Total
Georgia,GE,GEO,268,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2014,87,Total,Estimated value,Total
Georgia,GE,GEO,268,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2015,91,Total,Estimated value,Total
Georgia,GE,GEO,268,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2016,85,Total,Estimated value,Total
Georgia,GE,GEO,268,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2017,90,Total,Estimated value,Total
Georgia,GE,GEO,268,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2018,96,Total,Estimated value,Total
Georgia,GE,GEO,268,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2019,97,Total,Estimated value,Total
Georgia,GE,GEO,268,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2020,77,Total,Estimated value,Total
Georgia,GE,GEO,268,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2021,81,Total,Estimated value,Total
Georgia,GE,GEO,268,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2022,78,Total,Estimated value,Total
Georgia,GE,GEO,268,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2023,86,Total,Estimated value,Total
Germany,DE,DEU,276,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2002,77,Total,Estimated value,Total
Germany,DE,DEU,276,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2003,83,Total,Estimated value,Total
Germany,DE,DEU,276,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2004,89,Total,Estimated value,Total
Germany,DE,DEU,276,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2005,91,Total,Estimated value,Total
Germany,DE,DEU,276,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2006,90,Total,Estimated value,Total
Germany,DE,DEU,276,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2007,92,Total,Estimated value,Total
Germany,DE,DEU,276,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2008,92,Total,Estimated value,Total
Germany,DE,DEU,276,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2009,93,Total,Estimated value,Total
Germany,DE,DEU,276,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2010,93,Total,Estimated value,Total
Germany,DE,DEU,276,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2011,93,Total,Estimated value,Total
Germany,DE,DEU,276,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2012,93,Total,Estimated value,Total
Germany,DE,DEU,276,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2013,93,Total,Estimated value,Total
Germany,DE,DEU,276,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2014,93,Total,Estimated value,Total
Germany,DE,DEU,276,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2015,93,Total,Estimated value,Total
Germany,DE,DEU,276,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2016,93,Total,Estimated value,Total
Germany,DE,DEU,276,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2017,93,Total,Estimated value,Total
Germany,DE,DEU,276,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2018,93,Total,Estimated value,Total
Germany,DE,DEU,276,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2019,93,Total,Estimated value,Total
Germany,DE,DEU,276,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2020,93,Total,Estimated value,Total
Germany,DE,DEU,276,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2021,93,Total,Estimated value,Total
Germany,DE,DEU,276,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2022,93,Total,Estimated value,Total
Germany,DE,DEU,276,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2023,93,Total,Estimated value,Total
Ghana,GH,GHA,288,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2012,52,Total,Estimated value,Total
Ghana,GH,GHA,288,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2013,54,Total,Estimated value,Total
Ghana,GH,GHA,288,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2014,67,Total,Estimated value,Total
Ghana,GH,GHA,288,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2015,63,Total,Estimated value,Total
Ghana,GH,GHA,288,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2016,75,Total,Estimated value,Total
Ghana,GH,GHA,288,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2017,83,Total,Estimated value,Total
Ghana,GH,GHA,288,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2018,83,Total,Estimated value,Total
